year;month;state;latitude;longitude;firespots
2013;4;AMAZONAS;-35.455.769.230.769.200;-643.636.923.076.923.000;26
2013;4;MARANHAO;-46.655.000.000.000.000;-467.275.000.000.000.000;6
2013;4;MATO GROSSO;-124.315.895.522.388.000;-548.812.761.194.029.000;268
2013;4;PARA;-56.313.448.275.862.000;-506.144.827.586.206.000;29
2013;4;RONDONIA;-106.939.259.259.259.000;-631.755.185.185.185.000;27
2013;4;RORAIMA;30.762.035.398.230.000;-608.660.973.451.327.000;113
2013;4;TOCANTINS;-88.050.000.000.000.000;-485.220.000.000.000.000;1
2013;5;ACRE;-91.192.727.272.727.200;-708.898.181.818.181.000;11
2013;5;AMAPA;-0.90700000000000000000;-522.500.000.000.000.000;1
2013;5;AMAZONAS;-34.444.285.714.285.700;-625.144.285.714.285.000;21
2013;5;MARANHAO;-38.267.500.000.000.000;-462.039.375.000.000.000;16
2013;5;MATO GROSSO;-121.047.562.500.000.000;-550.105.562.500.000.000;640
2013;5;PARA;-47.095.000.000.000.000;-506.610.675.675.675.000;74
2013;5;RONDONIA;-111.167.368.421.052.000;-630.425.789.473.684.000;19
2013;5;RORAIMA;34.828.333.333.333.300;-610.706.666.666.666.000;6
2013;5;TOCANTINS;-67.580.000.000.000.000;-484.260.000.000.000.000;8
2013;6;ACRE;-87.314.210.526.315.700;-710.919.473.684.210.000;19
2013;6;AMAPA;0.92733333333333333333;-515.851.666.666.666.000;6
2013;6;AMAZONAS;-33.978.148.148.148.100;-604.524.320.987.654.000;81
2013;6;MARANHAO;-32.439.272.727.272.700;-455.759.090.909.090.000;55
2013;6;MATO GROSSO;-118.757.744.034.707.000;-551.116.550.976.138.000;922
2013;6;PARA;-38.269.659.442.724.400;-504.870.619.195.046.000;323
2013;6;RONDONIA;-114.742.500.000.000.000;-620.632.187.500.000.000;32
2013;6;RORAIMA;27.118.333.333.333.300;-606.976.666.666.666.000;6
2013;6;TOCANTINS;-80.273.333.333.333.300;-485.716.666.666.666.000;6
2013;7;ACRE;-91.640.510.204.081.600;-699.657.755.102.040.000;98
2013;7;AMAPA;-0.90100000000000000000;-519.080.000.000.000.000;1
2013;7;AMAZONAS;-43.343.593.314.763.200;-621.329.108.635.097.000;359
2013;7;MARANHAO;-36.551.756.756.756.700;-455.930.000.000.000.000;74
2013;7;MATO GROSSO;-119.375.371.093.750.000;-554.764.384.765.625.000;1024
2013;7;PARA;-39.490.100.882.723.800;-502.142.168.978.562.000;793
2013;7;RONDONIA;-107.676.477.987.421.000;-626.312.704.402.515.000;159
2013;7;RORAIMA;35.955.000.000.000.000;-600.372.500.000.000.000;4
2013;7;TOCANTINS;-75.345.263.157.894.700;-484.466.842.105.263.000;19
2013;8;ACRE;-91.361.196.172.248.800;-700.366.976.076.555.000;1045
2013;8;AMAPA;0.82027777777777777778;-510.007.222.222.222.000;18
2013;8;AMAZONAS;-57.346.527.006.562.300;-632.790.646.138.313.000;1981
2013;8;MARANHAO;-34.157.173.144.876.300;-454.330.141.342.756.000;283
2013;8;MATO GROSSO;-112.814.834.619.625.000;-562.064.592.061.742.000;1814
2013;8;PARA;-57.919.360.226.914.500;-523.993.154.743.145.000;3173
2013;8;RONDONIA;-105.895.989.110.707.000;-629.707.041.742.286.000;1102
2013;8;RORAIMA;25.030.000.000.000.000;-613.020.000.000.000.000;4
2013;8;TOCANTINS;-80.239.583.333.333.300;-486.067.500.000.000.000;24
2013;9;ACRE;-94.292.704.893.425.300;-698.070.777.544.280.000;3331
2013;9;AMAPA;10.342.936.507.936.500;-511.089.920.634.920.000;126
2013;9;AMAZONAS;-64.431.406.533.575.300;-639.476.905.626.134.000;2204
2013;9;MARANHAO;-35.779.125.964.010.200;-458.239.023.136.246.000;389
2013;9;MATO GROSSO;-109.716.785.236.694.000;-564.936.204.867.611.000;3739
2013;9;PARA;-59.639.702.039.880.800;-515.255.182.214.072.000;4363
2013;9;RONDONIA;-102.571.294.498.381.000;-633.993.551.779.935.000;2472
2013;9;RORAIMA;31.501.025.641.025.600;-607.419.230.769.230.000;39
2013;9;TOCANTINS;-73.005.121.951.219.500;-486.637.723.577.235.000;123
2013;10;ACRE;-98.512.075.471.698.100;-690.603.081.761.006.000;318
2013;10;AMAPA;15.659.964.285.714.200;-512.776.178.571.428.000;560
2013;10;AMAZONAS;-40.092.364.372.469.600;-606.145.238.866.396.000;1235
2013;10;MARANHAO;-42.031.556.122.448.900;-460.426.173.469.387.000;784
2013;10;MATO GROSSO;-118.073.943.127.962.000;-561.502.274.881.516.000;1055
2013;10;PARA;-36.038.676.950.998.100;-512.542.286.751.361.000;5510
2013;10;RONDONIA;-105.613.098.039.215.000;-629.229.764.705.882.000;510
2013;10;RORAIMA;21.065.603.448.275.800;-603.111.379.310.344.000;116
2013;10;TOCANTINS;-70.057.792.207.792.200;-485.821.753.246.753.000;154
2013;11;ACRE;-102.695.000.000.000.000;-691.137.500.000.000.000;108
2013;11;AMAPA;0.98953017944535073409;-512.821.370.309.951.000;613
2013;11;AMAZONAS;-31.771.976.744.186.000;-599.406.201.550.387.000;258
2013;11;MARANHAO;-35.851.273.996.509.500;-457.054.729.493.891.000;1146
2013;11;MATO GROSSO;-131.340.967.741.935.000;-564.473.771.712.158.000;403
2013;11;PARA;-24.016.540.062.434.900;-513.862.239.854.318.000;3844
2013;11;RONDONIA;-112.809.320.388.349.000;-628.833.786.407.766.000;103
2013;11;RORAIMA;24.598.240.000.000.000;-601.426.080.000.000.000;125
2013;11;TOCANTINS;-71.504.000.000.000.000;-486.008.000.000.000.000;15
2013;12;ACRE;-103.225.000.000.000.000;-677.490.000.000.000.000;4
2013;12;AMAPA;0.44949746192893401015;-513.103.299.492.385.000;197
2013;12;AMAZONAS;-27.376.317.689.530.600;-602.665.198.555.956.000;277
2013;12;MARANHAO;-30.546.988.202.637.000;-457.470.548.230.395.000;1441
2013;12;MATO GROSSO;-121.843.864.734.299.000;-554.689.710.144.927.000;207
2013;12;PARA;-25.575.215.988.528.400;-508.285.305.610.324.000;5579
2013;12;RONDONIA;-105.793.481.481.481.000;-635.015.259.259.259.000;135
2013;12;RORAIMA;23.540.548.780.487.800;-601.816.036.585.365.000;164
2013;12;TOCANTINS;-62.676.666.666.666.600;-483.308.888.888.888.000;9
2014;1;AMAPA;0.23004000000000000000;-514.152.800.000.000.000;25
2014;1;AMAZONAS;-26.750.281.690.140.800;-624.139.014.084.507.000;71
2014;1;MARANHAO;-29.700.756.756.756.700;-458.480.432.432.432.000;185
2014;1;MATO GROSSO;-122.250.536.912.751.000;-549.575.100.671.140.000;149
2014;1;PARA;-21.342.894.736.842.100;-507.359.140.350.877.000;570
2014;1;RONDONIA;-102.660.000.000.000.000;-625.917.272.727.272.000;11
2014;1;RORAIMA;25.425.206.463.195.600;-605.686.678.635.547.000;557
2014;1;TOCANTINS;-65.982.000.000.000.000;-483.490.000.000.000.000;5
2014;2;AMAPA;0.86300000000000000000;-521.735.000.000.000.000;2
2014;2;AMAZONAS;-22.357.647.058.823.500;-655.089.411.764.705.000;17
2014;2;MATO GROSSO;-121.916.136.363.636.000;-556.351.136.363.636.000;88
2014;2;PARA;-56.279.333.333.333.300;-510.251.333.333.333.000;30
2014;2;RONDONIA;-116.982.500.000.000.000;-619.065.000.000.000.000;4
2014;2;RORAIMA;22.944.307.228.915.600;-607.238.433.734.939.000;332
2014;3;ACRE;-108.140.000.000.000.000;-683.890.000.000.000.000;1
2014;3;AMAPA;0.98400000000000000000;-510.300.000.000.000.000;2
2014;3;AMAZONAS;-0.85426666666666666667;-661.804.333.333.333.000;30
2014;3;MARANHAO;-43.765.000.000.000.000;-472.665.000.000.000.000;2
2014;3;MATO GROSSO;-122.154.273.255.813.000;-550.109.331.395.348.000;344
2014;3;PARA;-34.722.352.941.176.400;-532.825.294.117.647.000;17
2014;3;RONDONIA;-120.286.363.636.363.000;-616.289.090.909.090.000;11
2014;3;RORAIMA;22.408.043.117.744.600;-606.717.213.930.348.000;603
2014;4;ACRE;-107.721.428.571.428.000;-686.302.857.142.857.000;7
2014;4;AMAPA;0.36600000000000000000;-509.270.000.000.000.000;1
2014;4;AMAZONAS;-19.536.500.000.000.000;-666.985.000.000.000.000;20
2014;4;MARANHAO;-45.220.000.000.000.000;-471.620.000.000.000.000;1
2014;4;MATO GROSSO;-125.144.828.496.042.000;-550.102.453.825.857.000;379
2014;4;PARA;-32.261.739.130.434.700;-519.050.000.000.000.000;23
2014;4;RONDONIA;-116.635.625.000.000.000;-622.081.875.000.000.000;16
2014;4;RORAIMA;27.208.907.103.825.100;-609.268.852.459.016.000;183
2014;4;TOCANTINS;-63.255.000.000.000.000;-480.175.000.000.000.000;2
2014;5;ACRE;-77.670.000.000.000.000;-729.430.000.000.000.000;1
2014;5;AMAZONAS;-33.354.117.647.058.800;-644.145.294.117.647.000;17
2014;5;MARANHAO;-42.055.000.000.000.000;-463.897.500.000.000.000;8
2014;5;MATO GROSSO;-120.647.753.036.437.000;-547.623.319.838.056.000;494
2014;5;PARA;-58.407.090.909.090.900;-510.277.090.909.090.000;55
2014;5;RONDONIA;-122.046.153.846.153.000;-616.616.538.461.538.000;26
2014;5;RORAIMA;28.877.460.317.460.300;-608.290.634.920.634.000;63
2014;5;TOCANTINS;-80.355.555.555.555.500;-484.875.555.555.555.000;9
2014;6;ACRE;-91.596.521.739.130.400;-708.034.347.826.086.000;23
2014;6;AMAPA;-0.00700000000000000000;-511.275.000.000.000.000;2
2014;6;AMAZONAS;-52.758.630.136.986.300;-616.508.219.178.082.000;73
2014;6;MARANHAO;-41.837.272.727.272.700;-466.926.060.606.060.000;33
2014;6;MATO GROSSO;-118.424.512.867.647.000;-553.718.851.102.941.000;1088
2014;6;PARA;-60.281.514.084.507.000;-512.671.197.183.098.000;284
2014;6;RONDONIA;-107.874.242.424.242.000;-626.136.161.616.161.000;99
2014;6;RORAIMA;32.620.000.000.000.000;-611.898.000.000.000.000;5
2014;6;TOCANTINS;-75.433.809.523.809.500;-484.703.809.523.809.000;21
2014;7;ACRE;-94.471.868.131.868.100;-695.387.582.417.582.000;91
2014;7;AMAPA;15.360.000.000.000.000;-509.132.000.000.000.000;5
2014;7;AMAZONAS;-52.257.035.573.122.500;-624.558.932.806.324.000;253
2014;7;MARANHAO;-41.064.339.622.641.500;-463.110.943.396.226.000;106
2014;7;MATO GROSSO;-117.380.917.065.390.000;-551.371.379.585.326.000;1254
2014;7;PARA;-51.825.522.755.227.500;-520.978.339.483.394.000;813
2014;7;RONDONIA;-109.312.427.184.466.000;-625.160.000.000.000.000;206
2014;7;RORAIMA;30.887.777.777.777.700;-608.821.111.111.111.000;9
2014;7;TOCANTINS;-66.489.310.344.827.500;-484.283.793.103.448.000;29
2014;8;ACRE;-90.109.136.975.455.200;-703.154.457.640.538.000;1263
2014;8;AMAPA;12.518.421.052.631.500;-511.635.789.473.684.000;19
2014;8;AMAZONAS;-67.306.717.536.071.000;-625.418.590.455.049.000;3604
2014;8;MARANHAO;-44.304.580.419.580.400;-460.811.153.846.153.000;286
2014;8;MATO GROSSO;-109.145.744.458.930.000;-568.337.632.333.767.000;3835
2014;8;PARA;-63.829.987.725.543.100;-536.516.095.495.274.000;8147
2014;8;RONDONIA;-99.462.061.928.219.500;-634.888.652.357.494.000;2842
2014;8;RORAIMA;30.543.125.000.000.000;-607.320.000.000.000.000;16
2014;8;TOCANTINS;-68.316.237.623.762.300;-483.951.188.118.811.000;101
2014;9;ACRE;-94.421.012.658.227.800;-697.112.120.253.164.000;2528
2014;9;AMAPA;13.943.105.590.062.100;-510.814.161.490.683.000;161
2014;9;AMAZONAS;-58.556.194.409.148.600;-629.524.186.785.260.000;3148
2014;9;MARANHAO;-40.076.997.578.692.400;-459.885.230.024.213.000;413
2014;9;MATO GROSSO;-109.954.237.066.142.000;-564.893.473.040.820.000;4581
2014;9;PARA;-56.593.117.842.073.500;-521.137.512.055.455.000;6636
2014;9;RONDONIA;-102.130.980.042.765.000;-633.315.049.893.086.000;2806
2014;9;RORAIMA;25.445.125.000.000.000;-613.421.500.000.000.000;80
2014;9;TOCANTINS;-68.382.721.893.491.100;-485.041.893.491.124.000;169
2014;10;ACRE;-98.355.394.088.669.900;-697.270.960.591.133.000;406
2014;10;AMAPA;18.436.233.108.108.100;-513.399.341.216.216.000;592
2014;10;AMAZONAS;-40.496.347.607.052.800;-607.604.760.705.289.000;794
2014;10;MARANHAO;-42.770.354.182.366.200;-460.665.305.199.698.000;1327
2014;10;MATO GROSSO;-114.648.925.285.241.000;-556.630.099.374.309.000;2717
2014;10;PARA;-36.573.435.346.899.500;-515.421.589.488.863.000;6241
2014;10;RONDONIA;-106.541.881.390.593.000;-628.398.854.805.725.000;978
2014;10;RORAIMA;27.905.076.923.076.900;-605.262.769.230.769.000;65
2014;10;TOCANTINS;-69.662.156.862.745.000;-486.115.588.235.294.000;102
2014;11;ACRE;-104.210.428.571.428.000;-686.750.571.428.571.000;70
2014;11;AMAPA;11.153.552.833.078.100;-512.671.301.684.532.000;653
2014;11;AMAZONAS;-34.163.367.052.023.100;-597.469.523.121.387.000;692
2014;11;MARANHAO;-37.264.877.005.347.500;-459.061.935.828.877.000;1870
2014;11;MATO GROSSO;-120.115.197.740.112.000;-560.870.075.329.566.000;531
2014;11;PARA;-27.391.991.654.021.200;-514.418.115.832.068.000;7908
2014;11;RONDONIA;-110.394.598.930.481.000;-627.564.438.502.673.000;187
2014;11;RORAIMA;15.817.868.020.304.500;-601.026.751.269.035.000;197
2014;11;TOCANTINS;-65.008.524.590.163.900;-484.957.377.049.180.000;61
2014;12;ACRE;-97.590.000.000.000.000;-680.491.250.000.000.000;8
2014;12;AMAPA;0.64080569948186528497;-511.979.274.611.398.000;386
2014;12;AMAZONAS;-30.424.532.871.972.300;-610.966.470.588.235.000;289
2014;12;MARANHAO;-30.417.756.324.900.100;-457.746.111.850.865.000;1502
2014;12;MATO GROSSO;-119.985.990.783.410.000;-558.996.958.525.345.000;217
2014;12;PARA;-22.706.428.571.428.500;-505.930.189.504.373.000;4802
2014;12;RONDONIA;-104.200.354.609.929.000;-628.947.730.496.453.000;141
2014;12;RORAIMA;19.378.777.506.112.400;-602.882.836.185.819.000;409
2014;12;TOCANTINS;-64.760.000.000.000.000;-483.316.315.789.473.000;19
2015;1;ACRE;-100.046.666.666.666.000;-676.960.000.000.000.000;3
2015;1;AMAPA;0.40488888888888888889;-512.571.851.851.851.000;27
2015;1;AMAZONAS;-22.810.789.473.684.200;-614.793.947.368.421.000;38
2015;1;MARANHAO;-29.949.409.282.700.400;-458.849.113.924.050.000;237
2015;1;MATO GROSSO;-122.402.938.388.625.000;-555.752.914.691.943.000;422
2015;1;PARA;-29.972.702.078.521.900;-512.844.688.221.709.000;866
2015;1;RONDONIA;-111.804.583.333.333.000;-623.706.666.666.666.000;24
2015;1;RORAIMA;24.557.226.277.372.200;-604.970.170.316.301.000;411
2015;1;TOCANTINS;-65.521.428.571.428.500;-483.712.142.857.142.000;14
2015;2;ACRE;-93.190.000.000.000.000;-708.355.000.000.000.000;2
2015;2;AMAZONAS;-21.025.070.422.535.200;-637.176.338.028.169.000;71
2015;2;MARANHAO;-26.146.315.789.473.600;-455.657.368.421.052.000;38
2015;2;MATO GROSSO;-122.664.031.620.553.000;-552.853.478.260.869.000;253
2015;2;PARA;-36.075.326.086.956.500;-505.923.695.652.173.000;92
2015;2;RONDONIA;-106.131.176.470.588.000;-628.436.470.588.235.000;17
2015;2;RORAIMA;17.889.299.474.605.900;-605.193.292.469.352.000;571
2015;2;TOCANTINS;-77.810.000.000.000.000;-483.910.000.000.000.000;3
2015;3;ACRE;-81.610.000.000.000.000;-707.730.000.000.000.000;1
2015;3;AMAPA;191.200.000.000.000.000.000;-508.580.000.000.000.000;1
2015;3;AMAZONAS;-37.151.200.000.000.000;-633.128.400.000.000.000;25
2015;3;MARANHAO;-48.082.000.000.000.000;-458.734.000.000.000.000;5
2015;3;MATO GROSSO;-122.818.808.777.429.000;-549.397.272.727.272.000;319
2015;3;PARA;-51.807.741.935.483.800;-509.331.935.483.870.000;31
2015;3;RONDONIA;-126.328.000.000.000.000;-617.454.000.000.000.000;10
2015;3;RORAIMA;25.742.685.714.285.700;-605.376.057.142.857.000;175
2015;3;TOCANTINS;-58.160.000.000.000.000;-479.300.000.000.000.000;5
2015;4;ACRE;-101.843.333.333.333.000;-677.696.666.666.666.000;3
2015;4;AMAZONAS;-27.337.500.000.000.000;-621.447.500.000.000.000;20
2015;4;MARANHAO;-50.742.000.000.000.000;-473.180.000.000.000.000;5
2015;4;MATO GROSSO;-122.212.729.591.836.000;-551.725.484.693.877.000;392
2015;4;PARA;-35.879.090.909.090.900;-512.758.636.363.636.000;22
2015;4;RONDONIA;-118.720.000.000.000.000;-623.430.833.333.333.000;12
2015;4;RORAIMA;24.016.970.684.039.000;-606.841.758.957.654.000;307
2015;4;TOCANTINS;-82.720.000.000.000.000;-490.620.000.000.000.000;1
2015;5;ACRE;-94.360.000.000.000.000;-709.835.000.000.000.000;2
2015;5;AMAZONAS;-50.446.363.636.363.600;-628.967.272.727.272.000;11
2015;5;MARANHAO;-26.655.000.000.000.000;-449.020.000.000.000.000;2
2015;5;MATO GROSSO;-120.817.116.788.321.000;-549.758.868.613.138.000;274
2015;5;PARA;-49.361.904.761.904.700;-503.079.761.904.761.000;84
2015;5;RONDONIA;-103.575.384.615.384.000;-633.280.769.230.769.000;13
2015;5;RORAIMA;32.159.285.714.285.700;-609.378.571.428.571.000;14
2015;5;TOCANTINS;-73.368.571.428.571.400;-487.267.142.857.142.000;7
2015;6;ACRE;-98.267.619.047.619.000;-693.565.952.380.952.000;42
2015;6;AMAPA;0.83300000000000000000;-513.125.000.000.000.000;2
2015;6;AMAZONAS;-59.103.823.529.411.700;-635.000.000.000.000.000;34
2015;6;MARANHAO;-41.038.695.652.173.900;-466.000.869.565.217.000;46
2015;6;MATO GROSSO;-118.963.003.851.091.000;-555.347.560.975.609.000;779
2015;6;PARA;-54.314.564.315.352.600;-506.107.012.448.132.000;241
2015;6;RONDONIA;-104.528.750.000.000.000;-633.179.083.333.333.000;120
2015;6;RORAIMA;17.854.000.000.000.000;-605.446.000.000.000.000;5
2015;6;TOCANTINS;-77.851.666.666.666.600;-488.171.666.666.666.000;18
2015;7;ACRE;-93.310.762.711.864.400;-694.639.491.525.423.000;118
2015;7;AMAPA;0.78175000000000000000;-514.572.500.000.000.000;4
2015;7;AMAZONAS;-63.051.342.465.753.400;-624.279.369.863.013.000;365
2015;7;MARANHAO;-37.606.914.893.617.000;-461.232.872.340.425.000;94
2015;7;MATO GROSSO;-118.617.150.776.053.000;-559.430.986.696.230.000;902
2015;7;PARA;-54.267.120.181.405.800;-515.663.174.603.174.000;882
2015;7;RONDONIA;-102.087.146.282.973.000;-632.584.220.623.501.000;417
2015;7;RORAIMA;26.008.000.000.000.000;-605.916.000.000.000.000;5
2015;7;TOCANTINS;-69.956.000.000.000.000;-484.145.333.333.333.000;30
2015;8;ACRE;-91.825.141.625.615.700;-697.955.412.561.576.000;1624
2015;8;AMAPA;0.77023076923076923077;-511.210.000.000.000.000;26
2015;8;AMAZONAS;-71.477.112.160.566.700;-628.854.987.012.987.000;4235
2015;8;MARANHAO;-42.252.822.299.651.500;-461.091.777.003.484.000;287
2015;8;MATO GROSSO;-108.251.915.561.758.000;-570.974.720.865.317.000;2866
2015;8;PARA;-61.832.248.435.870.600;-532.807.171.532.846.000;7672
2015;8;RONDONIA;-98.194.631.952.017.400;-637.694.610.141.766.000;3668
2015;8;RORAIMA;25.689.285.714.285.700;-605.306.428.571.428.000;14
2015;8;TOCANTINS;-68.599.873.417.721.500;-484.407.341.772.151.000;79
2015;9;ACRE;-95.035.764.665.988.400;-696.125.103.424.889.000;2949
2015;9;AMAPA;13.355.000.000.000.000;-511.113.636.363.636.000;198
2015;9;AMAZONAS;-57.613.796.962.430.000;-625.150.537.569.944.000;5004
2015;9;MARANHAO;-45.697.113.752.122.200;-463.674.651.952.461.000;589
2015;9;MATO GROSSO;-108.802.817.364.233.000;-566.684.633.344.863.000;5782
2015;9;PARA;-60.437.793.272.301.400;-525.541.860.762.188.000;9394
2015;9;RONDONIA;-101.079.126.419.087.000;-634.005.279.969.213.000;5197
2015;9;RORAIMA;19.923.023.255.813.900;-603.924.767.441.860.000;86
2015;9;TOCANTINS;-69.491.102.362.204.700;-485.499.370.078.740.000;127
2015;10;ACRE;-99.550.822.368.421.000;-689.421.096.491.228.000;912
2015;10;AMAPA;17.290.226.537.216.800;-513.492.211.434.735.000;927
2015;10;AMAZONAS;-46.546.153.157.187.600;-611.052.033.139.274.000;2233
2015;10;MARANHAO;-43.571.075.471.698.100;-461.323.459.119.496.000;1590
2015;10;MATO GROSSO;-115.031.280.504.524.000;-566.824.439.265.149.000;3647
2015;10;PARA;-40.317.911.641.143.700;-516.689.200.433.663.000;7379
2015;10;RONDONIA;-105.008.176.661.264.000;-633.083.310.372.771.000;2468
2015;10;RORAIMA;24.046.752.577.319.500;-606.383.041.237.113.000;194
2015;10;TOCANTINS;-68.734.033.613.445.300;-485.077.394.957.983.000;119
2015;11;ACRE;-96.818.869.565.217.300;-692.003.043.478.260.000;115
2015;11;AMAPA;0.96113342696629213483;-512.399.740.168.539.000;1424
2015;11;AMAZONAS;-41.294.246.424.642.400;-605.543.718.371.837.000;909
2015;11;MARANHAO;-36.081.679.023.113.800;-459.457.884.866.986.000;2293
2015;11;MATO GROSSO;-121.545.239.755.884.000;-569.530.871.839.581.000;1147
2015;11;PARA;-28.034.475.109.884.400;-512.687.128.692.630.000;9783
2015;11;RONDONIA;-106.197.069.922.308.000;-632.025.516.093.229.000;901
2015;11;RORAIMA;16.195.335.570.469.700;-602.593.221.476.510.000;298
2015;11;TOCANTINS;-68.425.538.461.538.400;-485.600.000.000.000.000;65
2015;12;ACRE;-99.823.750.000.000.000;-693.680.000.000.000.000;8
2015;12;AMAPA;0.09413149847094801223;-514.618.562.691.131.000;327
2015;12;AMAZONAS;-27.113.059.071.729.900;-599.336.772.151.898.000;474
2015;12;MARANHAO;-33.518.523.372.651.800;-459.671.197.029.270.000;2289
2015;12;MATO GROSSO;-119.740.465.686.274.000;-556.072.218.137.254.000;816
2015;12;PARA;-27.235.757.665.972.000;-509.121.347.127.121.000;6718
2015;12;RONDONIA;-107.581.279.069.767.000;-629.507.635.658.914.000;258
2015;12;RORAIMA;19.257.983.870.967.700;-605.102.338.709.677.000;372
2015;12;TOCANTINS;-71.107.560.975.609.700;-486.340.731.707.317.000;41
2016;1;ACRE;-89.657.692.307.692.300;-708.380.769.230.769.000;13
2016;1;AMAPA;0.02125000000000000000;-513.451.250.000.000.000;16
2016;1;AMAZONAS;-10.694.495.412.844.000;-626.650.015.290.519.000;654
2016;1;MARANHAO;-28.633.506.944.444.400;-458.158.611.111.111.000;288
2016;1;MATO GROSSO;-125.847.901.234.567.000;-566.881.543.209.876.000;162
2016;1;PARA;-24.148.194.726.166.300;-527.628.722.109.533.000;1479
2016;1;RONDONIA;-110.961.411.764.705.000;-630.155.882.352.941.000;85
2016;1;RORAIMA;17.068.386.108.273.700;-607.180.572.012.257.000;1958
2016;1;TOCANTINS;-74.560.000.000.000.000;-487.880.000.000.000.000;2
2016;2;ACRE;-92.790.000.000.000.000;-708.775.000.000.000.000;2
2016;2;AMAPA;0.33400000000000000000;-508.670.000.000.000.000;1
2016;2;AMAZONAS;-10.280.833.333.333.300;-629.892.857.142.857.000;252
2016;2;MARANHAO;-41.602.090.909.090.900;-465.335.090.909.090.000;110
2016;2;MATO GROSSO;-120.228.237.547.892.000;-551.792.758.620.689.000;522
2016;2;PARA;-42.536.810.810.810.800;-512.402.027.027.027.000;370
2016;2;RONDONIA;-107.018.873.239.436.000;-628.224.225.352.112.000;71
2016;2;RORAIMA;16.685.189.189.189.100;-607.017.945.945.945.000;185
2016;2;TOCANTINS;-74.295.000.000.000.000;-487.753.913.043.478.000;46
2016;3;AMAZONAS;-0.22751428571428571429;-630.853.619.047.619.000;105
2016;3;MARANHAO;-44.175.000.000.000.000;-471.455.000.000.000.000;2
2016;3;MATO GROSSO;-122.666.971.608.832.000;-550.150.252.365.930.000;634
2016;3;PARA;-61.339.622.641.509.400;-511.298.490.566.037.000;53
2016;3;RONDONIA;-115.438.666.666.666.000;-619.914.333.333.333.000;30
2016;3;RORAIMA;21.752.008.368.200.800;-611.313.347.280.334.000;1195
2016;3;TOCANTINS;-70.886.000.000.000.000;-488.024.000.000.000.000;5
2016;4;ACRE;-79.940.000.000.000.000;-723.830.000.000.000.000;1
2016;4;AMAZONAS;-28.124.615.384.615.300;-638.928.461.538.461.000;13
2016;4;MARANHAO;-41.472.500.000.000.000;-464.201.250.000.000.000;8
2016;4;MATO GROSSO;-122.210.499.359.795.000;-551.749.782.330.345.000;781
2016;4;PARA;-74.620.980.392.156.800;-509.604.117.647.058.000;51
2016;4;RONDONIA;-117.287.500.000.000.000;-619.787.857.142.857.000;56
2016;4;RORAIMA;23.866.038.961.038.900;-607.584.285.714.285.000;154
2016;4;TOCANTINS;-69.578.181.818.181.800;-486.499.090.909.090.000;11
2016;5;ACRE;-96.766.521.739.130.400;-693.914.347.826.086.000;23
2016;5;AMAPA;0.87433333333333333333;-515.126.666.666.666.000;3
2016;5;AMAZONAS;-45.045.384.615.384.600;-629.301.153.846.153.000;26
2016;5;MARANHAO;-38.553.600.000.000.000;-462.392.800.000.000.000;25
2016;5;MATO GROSSO;-119.083.039.049.235.000;-550.162.801.358.234.000;589
2016;5;PARA;-57.131.756.756.756.700;-509.735.608.108.108.000;148
2016;5;RONDONIA;-108.099.423.076.923.000;-633.704.807.692.307.000;52
2016;5;RORAIMA;21.562.727.272.727.200;-605.193.636.363.636.000;22
2016;5;TOCANTINS;-69.701.428.571.428.500;-483.432.857.142.857.000;7
2016;6;ACRE;-89.851.584.158.415.800;-702.217.524.752.475.000;101
2016;6;AMAPA;-0.15550000000000000000;-515.675.000.000.000.000;2
2016;6;AMAZONAS;-58.005.833.333.333.300;-635.642.976.190.476.000;84
2016;6;MARANHAO;-39.515.119.047.619.000;-459.260.238.095.238.000;84
2016;6;MATO GROSSO;-117.369.853.587.115.000;-554.511.976.573.938.000;683
2016;6;PARA;-44.321.532.416.502.900;-500.720.628.683.693.000;509
2016;6;RONDONIA;-105.441.839.080.459.000;-629.681.781.609.195.000;174
2016;6;RORAIMA;16.937.000.000.000.000;-608.543.000.000.000.000;10
2016;6;TOCANTINS;-76.113.750.000.000.000;-487.400.625.000.000.000;16
2016;7;ACRE;-91.394.319.727.891.100;-697.731.972.789.115.000;588
2016;7;AMAPA;0.58500000000000000000;-509.900.000.000.000.000;1
2016;7;AMAZONAS;-68.378.086.476.540.900;-634.277.102.115.915.000;1087
2016;7;MARANHAO;-42.543.419.913.419.900;-458.864.155.844.155.000;231
2016;7;MATO GROSSO;-115.341.917.167.668.000;-559.948.623.914.495.000;1497
2016;7;PARA;-53.689.463.048.498.800;-522.022.534.642.032.000;1732
2016;7;RONDONIA;-102.375.026.399.155.000;-635.178.711.721.224.000;947
2016;7;RORAIMA;33.740.000.000.000.000;-608.610.000.000.000.000;1
2016;7;TOCANTINS;-72.175.833.333.333.300;-486.353.888.888.888.000;36
2016;8;ACRE;-89.518.174.980.205.800;-702.124.433.887.569.000;2526
2016;8;AMAPA;11.706.666.666.666.600;-509.069.487.179.487.000;39
2016;8;AMAZONAS;-69.073.669.222.343.900;-640.216.656.626.506.000;3652
2016;8;MARANHAO;-42.032.889.908.256.800;-458.912.660.550.458.000;436
2016;8;MATO GROSSO;-109.874.793.474.488.000;-565.449.909.753.557.000;2881
2016;8;PARA;-60.404.325.940.212.100;-530.661.492.767.598.000;5185
