year;month;state;latitude;longitude;firespots
2006;5;RONDONIA;-109.420.761.904.761.000;-630.490.095.238.095.000;105
2006;5;RORAIMA;34.144.000.000.000.000;-609.682.000.000.000.000;5
2006;5;TOCANTINS;-74.320.000.000.000.000;-482.940.000.000.000.000;1
2006;6;ACRE;-83.532.647.058.823.500;-714.882.058.823.529.000;34
2006;6;AMAZONAS;-49.839.679.487.179.400;-614.829.679.487.179.000;156
2006;6;MARANHAO;-36.087.647.058.823.500;-459.204.352.941.176.000;85
2006;6;MATO GROSSO;-120.322.843.571.880.000;-556.836.054.464.851.000;1579
2006;6;PARA;-38.363.002.364.066.100;-493.697.375.886.524.000;423
2006;6;RONDONIA;-107.701.077.586.206.000;-630.651.767.241.379.000;232
2006;6;TOCANTINS;-74.626.153.846.153.800;-484.406.923.076.923.000;13
2006;7;ACRE;-89.157.419.354.838.700;-705.318.279.569.892.000;186
2006;7;AMAZONAS;-63.077.979.094.076.600;-621.830.435.540.069.000;574
2006;7;MARANHAO;-40.344.534.161.490.600;-462.454.534.161.490.000;161
2006;7;MATO GROSSO;-114.129.086.110.194.000;-562.522.929.726.162.000;3031
2006;7;PARA;-52.437.616.368.286.400;-517.555.647.058.823.000;1955
2006;7;RONDONIA;-102.347.767.265.846.000;-632.886.556.291.390.000;1057
2006;7;RORAIMA;-111.800.000.000.000.000.000;-615.890.000.000.000.000;1
2006;7;TOCANTINS;-79.692.000.000.000.000;-485.844.666.666.666.000;30
2006;8;ACRE;-87.685.308.560.053.000;-705.758.865.295.288.000;1507
2006;8;AMAPA;11.990.370.370.370.300;-510.630.740.740.740.000;27
2006;8;AMAZONAS;-69.279.785.230.950.200;-628.996.763.754.045.000;3399
2006;8;MARANHAO;-38.429.967.105.263.100;-462.370.098.684.210.000;304
2006;8;MATO GROSSO;-105.557.645.329.413.000;-571.119.726.045.703.000;7483
2006;8;PARA;-65.267.282.926.181.600;-525.738.085.501.858.000;15064
2006;8;RONDONIA;-102.055.607.373.562.000;-634.744.335.906.727.000;6347
2006;8;RORAIMA;31.415.238.095.238.000;-609.611.428.571.428.000;21
2006;8;TOCANTINS;-68.437.678.571.428.500;-484.445.178.571.428.000;56
2006;9;ACRE;-92.257.733.476.050.300;-694.801.637.677.281.000;3737
2006;9;AMAPA;13.329.622.641.509.400;-509.681.257.861.635.000;159
2006;9;AMAZONAS;-66.933.549.600.376.100;-639.369.024.447.578.000;4254
2006;9;MARANHAO;-37.174.093.406.593.400;-462.338.131.868.131.000;364
2006;9;MATO GROSSO;-109.165.328.606.876.000;-565.385.878.057.426.000;14105
2006;9;PARA;-61.326.221.550.094.500;-515.252.664.650.283.000;13225
2006;9;RONDONIA;-107.161.428.571.428.000;-631.230.679.475.164.000;14938
2006;9;RORAIMA;26.821.607.142.857.100;-606.419.642.857.142.000;56
2006;9;TOCANTINS;-71.769.947.368.421.000;-485.765.105.263.157.000;190
2006;10;ACRE;-100.859.100.000.000.000;-688.356.366.666.666.000;600
2006;10;AMAPA;14.455.274.336.283.100;-512.333.911.504.424.000;565
2006;10;AMAZONAS;-38.518.000.917.010.500;-600.166.121.045.392.000;2181
2006;10;MARANHAO;-39.217.931.034.482.700;-462.119.587.888.982.000;1189
2006;10;MATO GROSSO;-111.702.653.429.602.000;-569.035.121.841.155.000;2216
2006;10;PARA;-38.336.964.476.781.500;-522.219.356.944.147.000;9346
2006;10;RONDONIA;-103.460.189.973.614.000;-631.114.263.852.242.000;1895
2006;10;RORAIMA;26.630.683.229.813.600;-603.258.260.869.565.000;161
2006;10;TOCANTINS;-66.559.358.974.358.900;-485.142.884.615.384.000;156
2006;11;ACRE;-98.083.939.393.939.300;-687.170.606.060.606.000;66
2006;11;AMAPA;11.367.174.254.317.100;-511.598.555.729.984.000;637
2006;11;AMAZONAS;-37.884.370.748.299.300;-599.379.030.612.244.000;588
2006;11;MARANHAO;-38.224.644.647.596.500;-459.856.107.342.966.000;3391
2006;11;MATO GROSSO;-123.624.202.154.951.000;-558.461.759.876.859.000;1949
2006;11;PARA;-28.730.423.378.769.100;-508.463.395.291.201.000;9684
2006;11;RONDONIA;-112.424.177.215.189.000;-628.930.623.174.294.000;1027
2006;11;RORAIMA;31.425.937.500.000.000;-604.625.729.166.666.000;96
2006;11;TOCANTINS;-66.334.166.666.666.600;-484.202.777.777.777.000;36
2006;12;AMAPA;0.64748473282442748092;-514.255.419.847.328.000;262
2006;12;AMAZONAS;-29.517.955.182.072.800;-593.662.352.941.176.000;357
2006;12;MARANHAO;-31.146.893.382.352.900;-458.862.458.639.705.000;2176
2006;12;MATO GROSSO;-121.721.032.608.695.000;-553.198.478.260.869.000;184
2006;12;PARA;-23.998.576.152.499.500;-500.851.596.965.570.000;5141
2006;12;RONDONIA;-114.486.585.365.853.000;-627.689.024.390.243.000;41
2006;12;RORAIMA;24.138.292.682.926.800;-602.627.902.439.024.000;410
2006;12;TOCANTINS;-66.458.750.000.000.000;-484.053.750.000.000.000;8
2007;1;ACRE;-76.330.000.000.000.000;-730.070.000.000.000.000;1
2007;1;AMAPA;0.14000000000000000000;-512.245.000.000.000.000;12
2007;1;AMAZONAS;-26.886.886.792.452.800;-646.006.226.415.094.000;106
2007;1;MARANHAO;-29.404.899.135.446.600;-459.789.308.357.348.000;347
2007;1;MATO GROSSO;-121.049.222.972.972.000;-546.944.358.108.108.000;296
2007;1;PARA;-24.480.771.113.831.000;-505.057.013.463.892.000;817
2007;1;RONDONIA;-106.182.954.545.454.000;-631.833.409.090.909.000;44
2007;1;RORAIMA;25.443.993.055.555.500;-604.720.312.500.000.000;288
2007;1;TOCANTINS;-69.662.857.142.857.100;-486.572.857.142.857.000;7
2007;2;ACRE;-77.363.571.428.571.400;-724.430.000.000.000.000;14
2007;2;AMAPA;-0.91900000000000000000;-523.060.000.000.000.000;1
2007;2;AMAZONAS;-10.750.059.880.239.500;-649.488.562.874.251.000;167
2007;2;MARANHAO;-38.053.333.333.333.300;-461.800.000.000.000.000;3
2007;2;MATO GROSSO;-127.718.306.010.928.000;-558.974.153.005.464.000;183
2007;2;PARA;-27.986.153.846.153.800;-520.603.076.923.076.000;39
2007;2;RONDONIA;-105.202.000.000.000.000;-636.208.000.000.000.000;5
2007;2;RORAIMA;19.164.751.299.183.300;-606.279.510.022.271.000;1347
2007;2;TOCANTINS;-72.970.000.000.000.000;-485.435.000.000.000.000;2
2007;3;ACRE;-77.410.000.000.000.000;-728.312.000.000.000.000;5
2007;3;AMAPA;18.105.000.000.000.000;-502.685.000.000.000.000;2
2007;3;AMAZONAS;-17.255.714.285.714.200;-657.751.428.571.428.000;14
2007;3;MARANHAO;-46.500.000.000.000.000;-470.490.000.000.000.000;2
2007;3;MATO GROSSO;-125.863.738.532.110.000;-552.623.394.495.412.000;436
2007;3;PARA;-59.194.117.647.058.800;-517.307.647.058.823.000;17
2007;3;RONDONIA;-109.908.461.538.461.000;-623.917.692.307.692.000;26
2007;3;RORAIMA;26.599.687.162.891.000;-611.176.893.203.883.000;927
2007;3;TOCANTINS;-53.445.000.000.000.000;-485.595.000.000.000.000;2
2007;4;ACRE;-103.095.000.000.000.000;-689.498.750.000.000.000;8
2007;4;AMAZONAS;-37.263.888.888.888.800;-628.310.000.000.000.000;18
2007;4;MARANHAO;-29.220.000.000.000.000;-458.115.000.000.000.000;2
2007;4;MATO GROSSO;-123.598.480.769.230.000;-555.363.173.076.923.000;520
2007;4;PARA;-57.047.647.058.823.500;-520.958.235.294.117.000;17
2007;4;RONDONIA;-107.772.222.222.222.000;-633.190.000.000.000.000;9
2007;4;RORAIMA;26.885.380.434.782.600;-610.804.184.782.608.000;184
2007;4;TOCANTINS;-66.355.000.000.000.000;-486.005.000.000.000.000;2
2007;5;ACRE;-92.209.333.333.333.300;-707.798.666.666.666.000;15
2007;5;AMAZONAS;-41.295.000.000.000.000;-616.695.000.000.000.000;16
2007;5;MARANHAO;-35.163.636.363.636.300;-456.184.090.909.090.000;22
2007;5;MATO GROSSO;-123.730.539.979.231.000;-550.393.333.333.333.000;963
2007;5;PARA;-39.975.111.111.111.100;-502.797.111.111.111.000;90
2007;5;RONDONIA;-117.249.062.500.000.000;-618.386.093.750.000.000;64
2007;5;RORAIMA;28.300.000.000.000.000;-609.030.000.000.000.000;2
2007;5;TOCANTINS;-76.320.000.000.000.000;-489.260.000.000.000.000;4
2007;6;ACRE;-89.198.684.210.526.300;-704.519.473.684.210.000;76
2007;6;AMAZONAS;-57.167.611.111.111.100;-628.552.277.777.777.000;180
2007;6;MARANHAO;-38.393.689.320.388.300;-460.894.174.757.281.000;103
2007;6;MATO GROSSO;-120.703.378.003.696.000;-555.716.090.573.012.000;2164
2007;6;PARA;-46.027.466.467.958.200;-499.271.967.213.114.000;671
2007;6;RONDONIA;-110.941.359.223.300.000;-627.207.702.265.372.000;309
2007;6;RORAIMA;21.340.000.000.000.000;-609.930.000.000.000.000;3
2007;6;TOCANTINS;-78.711.538.461.538.400;-486.854.615.384.615.000;13
2007;7;ACRE;-91.053.204.419.889.500;-700.611.602.209.944.000;181
2007;7;AMAPA;17.649.473.684.210.500;-509.047.368.421.052.000;19
2007;7;AMAZONAS;-60.793.789.126.853.300;-635.691.054.365.733.000;607
2007;7;MARANHAO;-37.525.923.913.043.400;-458.493.152.173.913.000;184
2007;7;MATO GROSSO;-116.806.844.660.194.000;-556.898.506.348.020.000;2678
2007;7;PARA;-48.874.636.604.774.500;-512.780.068.965.517.000;1885
2007;7;RONDONIA;-108.951.587.030.716.000;-630.208.071.672.354.000;586
2007;7;RORAIMA;28.332.666.666.666.600;-607.662.000.000.000.000;15
2007;7;TOCANTINS;-71.294.390.243.902.400;-484.304.878.048.780.000;41
2007;8;ACRE;-91.213.820.803.295.500;-699.184.356.333.676.000;1942
2007;8;AMAPA;14.863.000.000.000.000;-511.427.000.000.000.000;10
2007;8;AMAZONAS;-72.882.385.964.912.200;-628.307.864.661.654.000;3990
2007;8;MARANHAO;-42.048.667.481.662.500;-460.594.889.975.550.000;818
2007;8;MATO GROSSO;-107.979.635.504.856.000;-565.431.379.556.189.000;11221
2007;8;PARA;-69.635.985.691.573.900;-521.852.794.351.444.000;21386
2007;8;RONDONIA;-106.367.242.907.801.000;-631.215.969.267.139.000;6768
2007;8;RORAIMA;12.975.000.000.000.000;-605.477.500.000.000.000;4
2007;8;TOCANTINS;-68.303.455.284.552.800;-484.672.235.772.357.000;246
2007;9;ACRE;-95.452.717.590.892.300;-692.543.330.885.053.000;5446
2007;9;AMAPA;16.550.136.986.301.300;-510.049.726.027.397.000;146
2007;9;AMAZONAS;-72.805.586.481.113.300;-644.376.157.341.664.000;3521
2007;9;MARANHAO;-46.316.777.603.758.800;-464.685.920.125.293.000;2554
2007;9;MATO GROSSO;-110.183.497.719.843.000;-561.629.191.654.223.000;24779
2007;9;PARA;-67.999.697.574.246.200;-509.792.655.180.231.000;22055
2007;9;RONDONIA;-108.277.443.036.172.000;-631.161.137.140.415.000;14044
2007;9;RORAIMA;29.783.684.210.526.300;-608.555.263.157.894.000;19
2007;9;TOCANTINS;-68.781.750.433.275.500;-485.294.402.079.722.000;577
2007;10;ACRE;-99.692.320.777.642.700;-688.148.481.166.464.000;823
2007;10;AMAPA;16.905.567.010.309.200;-513.075.030.927.835.000;485
2007;10;AMAZONAS;-46.921.214.672.279.000;-610.975.790.739.627.000;1663
2007;10;MARANHAO;-42.833.296.286.256.400;-460.848.454.865.817.000;3689
2007;10;MATO GROSSO;-113.442.024.532.276.000;-563.662.725.808.450.000;8071
2007;10;PARA;-44.496.853.582.554.500;-512.108.239.875.389.000;8346
2007;10;RONDONIA;-107.724.223.346.449.000;-630.413.606.895.259.000;5337
2007;10;RORAIMA;25.704.637.681.159.400;-604.405.507.246.376.000;69
2007;10;TOCANTINS;-71.936.612.903.225.800;-486.240.685.483.870.000;248
2007;11;ACRE;-97.431.052.631.578.900;-687.252.894.736.842.000;38
2007;11;AMAPA;10.734.488.711.819.300;-512.597.184.594.953.000;753
2007;11;AMAZONAS;-31.580.384.153.661.400;-600.392.701.080.432.000;833
2007;11;MARANHAO;-37.581.649.026.971.600;-459.550.655.513.827.000;2929
2007;11;MATO GROSSO;-123.121.096.866.096.000;-552.231.823.361.823.000;702
2007;11;PARA;-27.864.924.856.634.300;-506.811.720.387.581.000;10114
2007;11;RONDONIA;-108.467.617.021.276.000;-630.080.808.510.638.000;235
2007;11;RORAIMA;25.990.224.089.635.800;-601.760.504.201.680.000;357
2007;11;TOCANTINS;-65.363.750.000.000.000;-484.821.718.750.000.000;64
2007;12;AMAPA;0.38482142857142857143;-513.063.035.714.285.000;56
2007;12;AMAZONAS;-24.567.303.370.786.500;-613.247.078.651.685.000;178
2007;12;MARANHAO;-26.673.890.214.797.100;-456.651.700.477.326.000;1676
2007;12;MATO GROSSO;-123.308.108.808.290.000;-554.364.715.025.906.000;386
2007;12;PARA;-21.000.703.994.760.900;-494.584.089.718.402.000;3054
2007;12;RONDONIA;-115.352.200.000.000.000;-628.345.000.000.000.000;50
2007;12;RORAIMA;28.561.379.310.344.800;-602.775.172.413.793.000;29
2007;12;TOCANTINS;-62.122.500.000.000.000;-484.508.750.000.000.000;8
2008;1;AMAPA;0.09825000000000000000;-515.510.000.000.000.000;4
2008;1;AMAZONAS;-0.96273333333333333333;-642.668.666.666.666.000;45
2008;1;MARANHAO;-29.827.500.000.000.000;-458.124.583.333.333.000;120
2008;1;MATO GROSSO;-123.533.767.123.287.000;-542.385.753.424.657.000;146
2008;1;PARA;-26.781.166.666.666.600;-500.629.541.666.666.000;240
2008;1;RONDONIA;-117.288.333.333.333.000;-621.290.000.000.000.000;6
2008;1;RORAIMA;22.999.919.137.466.300;-603.573.450.134.770.000;371
2008;1;TOCANTINS;-70.040.000.000.000.000;-485.506.666.666.666.000;6
2008;2;AMAPA;-0.93400000000000000000;-522.240.000.000.000.000;1
2008;2;AMAZONAS;-12.802.708.333.333.300;-624.797.083.333.333.000;48
2008;2;MARANHAO;-40.551.578.947.368.400;-466.951.578.947.368.000;19
2008;2;MATO GROSSO;-132.621.065.573.770.000;-554.927.213.114.754.000;122
2008;2;PARA;-33.033.333.333.333.300;-501.962.121.212.121.000;99
2008;2;RONDONIA;-108.995.000.000.000.000;-630.525.833.333.333.000;12
2008;2;RORAIMA;25.570.313.901.345.200;-604.189.417.040.358.000;223
2008;2;TOCANTINS;-65.173.333.333.333.300;-480.530.000.000.000.000;3
2008;3;ACRE;-82.360.000.000.000.000;-730.380.000.000.000.000;1
2008;3;AMAPA;22.240.000.000.000.000;-509.375.000.000.000.000;2
2008;3;AMAZONAS;-0.24648000000000000000;-669.461.600.000.000.000;25
2008;3;MATO GROSSO;-125.272.051.282.051.000;-554.103.162.393.162.000;117
2008;3;PARA;-33.261.818.181.818.100;-517.207.272.727.272.000;11
2008;3;RONDONIA;-114.740.000.000.000.000;-622.960.000.000.000.000;2
2008;3;RORAIMA;19.533.247.863.247.800;-605.255.413.105.413.000;702
2008;4;ACRE;-78.870.000.000.000.000;-724.380.000.000.000.000;1
2008;4;AMAPA;0.74400000000000000000;-513.185.000.000.000.000;2
2008;4;AMAZONAS;-0.96771428571428571429;-657.840.857.142.857.000;35
2008;4;MARANHAO;-40.686.250.000.000.000;-459.771.250.000.000.000;8
2008;4;MATO GROSSO;-125.820.547.945.205.000;-554.679.269.406.392.000;219
2008;4;PARA;-39.490.000.000.000.000;-506.165.833.333.333.000;12
2008;4;RONDONIA;-123.917.500.000.000.000;-612.720.000.000.000.000;12
2008;4;RORAIMA;26.084.568.345.323.700;-607.324.280.575.539.000;278
2008;4;TOCANTINS;-66.975.000.000.000.000;-480.530.000.000.000.000;2
2008;5;ACRE;-100.099.130.434.782.000;-695.207.391.304.347.000;23
2008;5;AMAZONAS;-46.419.166.666.666.600;-616.148.333.333.333.000;12
2008;5;MARANHAO;-38.720.000.000.000.000;-456.853.529.411.764.000;17
2008;5;MATO GROSSO;-125.197.335.907.335.000;-560.003.243.243.243.000;259
2008;5;PARA;-53.650.000.000.000.000;-503.942.333.333.333.000;30
2008;5;RONDONIA;-112.372.500.000.000.000;-627.320.000.000.000.000;20
2008;5;RORAIMA;35.565.000.000.000.000;-605.152.272.727.272.000;22
2008;6;ACRE;-91.290.000.000.000.000;-704.912.222.222.222.000;18
2008;6;AMAPA;0.83250000000000000000;-509.330.000.000.000.000;2
2008;6;AMAZONAS;-65.321.904.761.904.700;-631.721.190.476.190.000;42
2008;6;MARANHAO;-33.994.200.000.000.000;-459.098.400.000.000.000;50
2008;6;MATO GROSSO;-122.142.450.704.225.000;-554.272.000.000.000.000;710
2008;6;PARA;-43.910.640.243.902.400;-501.493.414.634.146.000;328
2008;6;RONDONIA;-111.824.303.797.468.000;-623.507.721.518.987.000;79
2008;6;RORAIMA;33.523.333.333.333.300;-608.980.000.000.000.000;3
2008;6;TOCANTINS;-75.933.125.000.000.000;-489.826.875.000.000.000;16
2008;7;ACRE;-92.045.939.393.939.300;-695.729.878.787.878.000;165
2008;7;AMAPA;0.88925000000000000000;-511.647.500.000.000.000;4
2008;7;AMAZONAS;-65.279.168.490.153.100;-622.661.312.910.284.000;457
2008;7;MARANHAO;-35.788.953.974.895.300;-456.046.610.878.661.000;239
2008;7;MATO GROSSO;-117.399.262.948.207.000;-561.604.322.709.163.000;1506
2008;7;PARA;-54.805.721.854.304.600;-523.116.125.827.814.000;3020
2008;7;RONDONIA;-103.544.989.473.684.000;-629.087.894.736.842.000;475
2008;7;TOCANTINS;-72.318.571.428.571.400;-484.323.714.285.714.000;35
2008;8;ACRE;-89.296.304.750.154.200;-703.800.832.819.247.000;1621
2008;8;AMAPA;11.912.142.857.142.800;-511.321.428.571.428.000;14
2008;8;AMAZONAS;-71.742.698.975.571.300;-630.810.015.760.441.000;2538
2008;8;MARANHAO;-34.226.394.052.044.600;-456.016.319.702.602.000;269
2008;8;MATO GROSSO;-109.996.762.684.124.000;-571.783.459.901.800.000;3055
2008;8;PARA;-60.717.777.072.949.700;-527.080.186.678.749.000;11035
2008;8;RONDONIA;-99.324.471.830.985.900;-633.489.140.845.070.000;2840
2008;8;RORAIMA;32.421.538.461.538.400;-607.447.692.307.692.000;13
2008;8;TOCANTINS;-71.981.166.666.666.600;-486.329.833.333.333.000;60
2008;9;ACRE;-93.319.728.537.495.700;-695.725.833.050.559.000;2947
2008;9;AMAPA;10.114.285.714.285.700;-511.476.766.917.293.000;133
2008;9;AMAZONAS;-74.875.250.582.750.500;-648.091.159.673.659.000;1716
2008;9;MARANHAO;-29.442.227.722.772.200;-456.608.415.841.584.000;404
2008;9;MATO GROSSO;-111.550.366.860.287.000;-575.334.035.463.161.000;6542
2008;9;PARA;-59.269.616.400.718.500;-512.342.576.349.994.000;9463
2008;9;RONDONIA;-105.814.320.093.915.000;-632.175.897.084.719.000;5111
2008;9;RORAIMA;32.458.333.333.333.300;-607.397.333.333.333.000;30
2008;9;TOCANTINS;-71.805.609.756.097.500;-485.471.219.512.195.000;123
2008;10;ACRE;-98.643.399.532.710.200;-686.378.049.065.420.000;856
2008;10;AMAPA;13.998.079.877.112.100;-513.282.872.503.840.000;651
2008;10;AMAZONAS;-62.055.389.273.356.400;-629.828.581.314.878.000;1156
2008;10;MARANHAO;-41.466.802.557.953.600;-461.776.674.660.271.000;1251
2008;10;MATO GROSSO;-116.187.682.998.243.000;-559.139.332.422.408.000;5123
2008;10;PARA;-44.047.059.128.630.700;-508.920.892.116.182.000;11568
2008;10;RONDONIA;-107.800.364.992.150.000;-632.221.930.926.216.000;2548
2008;10;RORAIMA;29.365.625.000.000.000;-604.116.875.000.000.000;112
2008;10;TOCANTINS;-67.961.976.284.584.900;-485.259.407.114.624.000;253
2008;11;ACRE;-93.252.380.952.380.900;-700.392.539.682.539.000;63
2008;11;AMAPA;12.926.895.093.062.600;-511.487.258.883.248.000;1182
2008;11;AMAZONAS;-40.349.061.913.696.000;-604.292.401.500.938.000;533
2008;11;MARANHAO;-38.394.942.377.346.000;-459.761.590.385.248.000;3037
2008;11;MATO GROSSO;-122.842.947.368.421.000;-563.033.192.982.456.000;570
2008;11;PARA;-26.268.410.532.994.900;-508.925.871.404.399.000;9456
2008;11;RONDONIA;-107.720.285.714.285.000;-633.174.000.000.000.000;420
2008;11;RORAIMA;27.838.424.242.424.200;-601.428.303.030.303.000;165
2008;11;TOCANTINS;-63.271.666.666.666.600;-484.475.833.333.333.000;24
2008;12;ACRE;-77.467.500.000.000.000;-727.707.500.000.000.000;4
2008;12;AMAPA;0.75315822784810126582;-510.306.708.860.759.000;158
2008;12;AMAZONAS;-32.005.000.000.000.000;-594.862.872.340.425.000;94
2008;12;MARANHAO;-30.907.504.152.823.900;-458.185.909.468.438.000;2408
2008;12;MATO GROSSO;-131.370.257.510.729.000;-568.226.008.583.690.000;233
2008;12;PARA;-22.810.677.753.373.000;-494.281.277.063.068.000;3187
2008;12;RONDONIA;-108.035.416.666.666.000;-626.281.666.666.666.000;24
2008;12;RORAIMA;34.769.677.419.354.800;-602.545.806.451.612.000;31
2008;12;TOCANTINS;-59.561.666.666.666.600;-480.963.333.333.333.000;6
2009;1;AMAPA;0.24250000000000000000;-514.328.750.000.000.000;8
2009;1;AMAZONAS;-34.890.294.117.647.000;-594.553.823.529.411.000;34
2009;1;MARANHAO;-30.946.666.666.666.600;-458.658.288.288.288.000;222
2009;1;MATO GROSSO;-129.275.276.752.767.000;-559.355.608.856.088.000;271
2009;1;PARA;-27.489.034.334.763.900;-499.394.206.008.583.000;466
2009;1;RONDONIA;-116.250.400.000.000.000;-624.929.200.000.000.000;25
2009;1;RORAIMA;37.074.615.384.615.300;-606.101.076.923.076.000;65
2009;1;TOCANTINS;-78.085.000.000.000.000;-488.280.000.000.000.000;4
2009;2;ACRE;-76.765.000.000.000.000;-726.230.000.000.000.000;2
2009;2;AMAZONAS;-43.880.000.000.000.000;-614.421.111.111.111.000;9
2009;2;MARANHAO;-43.720.000.000.000.000;-472.890.000.000.000.000;1
2009;2;MATO GROSSO;-128.297.623.762.376.000;-556.276.039.603.960.000;101
2009;2;PARA;-33.138.076.923.076.900;-515.925.000.000.000.000;26
2009;2;RONDONIA;-123.410.000.000.000.000;-603.160.000.000.000.000;2
2009;2;RORAIMA;33.278.632.075.471.600;-607.687.877.358.490.000;212
2009;2;TOCANTINS;-81.960.000.000.000.000;-491.190.000.000.000.000;1
2009;3;AMAZONAS;-21.384.736.842.105.200;-637.112.631.578.947.000;19
2009;3;MARANHAO;-53.386.666.666.666.600;-472.830.000.000.000.000;3
2009;3;MATO GROSSO;-123.855.206.611.570.000;-549.389.834.710.743.000;242
2009;3;PARA;-14.278.181.818.181.800;-532.589.090.909.090.000;11
2009;3;RONDONIA;-124.573.333.333.333.000;-614.514.000.000.000.000;15
2009;3;RORAIMA;23.185.358.361.774.700;-605.047.883.959.044.000;293
2009;3;TOCANTINS;-72.800.000.000.000.000;-482.700.000.000.000.000;1
2009;4;ACRE;-76.755.000.000.000.000;-728.760.000.000.000.000;2
2009;4;AMAPA;-0.43350000000000000000;-519.855.000.000.000.000;2
2009;4;AMAZONAS;-20.455.454.545.454.500;-610.564.545.454.545.000;11
2009;4;MARANHAO;-26.500.000.000.000.000;-441.880.000.000.000.000;1
2009;4;MATO GROSSO;-127.147.966.101.694.000;-555.467.627.118.644.000;118
2009;4;PARA;-14.430.666.666.666.600;-541.084.000.000.000.000;15
2009;4;RONDONIA;-120.098.333.333.333.000;-615.026.666.666.666.000;6
2009;4;RORAIMA;23.269.247.311.827.900;-605.941.899.641.577.000;279
2009;4;TOCANTINS;-90.990.000.000.000.000;-485.860.000.000.000.000;1
2009;5;ACRE;-88.850.000.000.000.000;-715.364.000.000.000.000;10
2009;5;AMAPA;22.705.000.000.000.000;-509.195.000.000.000.000;2
2009;5;AMAZONAS;-33.237.500.000.000.000;-624.435.000.000.000.000;4
2009;5;MARANHAO;-30.725.000.000.000.000;-457.460.000.000.000.000;2
2009;5;MATO GROSSO;-125.247.111.111.111.000;-551.654.111.111.111.000;360
2009;5;PARA;-17.255.000.000.000.000;-544.725.000.000.000.000;8
2009;5;RONDONIA;-104.965.000.000.000.000;-624.808.000.000.000.000;10
2009;5;RORAIMA;29.826.714.801.444.000;-607.302.707.581.227.000;277
2009;6;ACRE;-81.380.000.000.000.000;-704.930.000.000.000.000;1
2009;6;AMAPA;180.100.000.000.000.000.000;-508.430.000.000.000.000;1
2009;6;AMAZONAS;-32.458.709.677.419.300;-605.020.967.741.935.000;31
2009;6;MARANHAO;-43.186.250.000.000.000;-461.165.000.000.000.000;8
2009;6;MATO GROSSO;-122.411.437.054.631.000;-552.063.800.475.059.000;842
2009;6;PARA;-43.480.989.010.989.000;-510.921.648.351.648.000;91
2009;6;RONDONIA;-107.686.538.461.538.000;-630.506.538.461.538.000;26
2009;6;RORAIMA;29.979.473.684.210.500;-609.688.421.052.631.000;19
2009;6;TOCANTINS;-83.277.500.000.000.000;-485.525.000.000.000.000;4
2009;7;ACRE;-85.720.847.457.627.100;-714.207.288.135.593.000;59
2009;7;AMAPA;0.09825000000000000000;-515.775.000.000.000.000;4
2009;7;AMAZONAS;-42.143.780.487.804.800;-613.931.097.560.975.000;246
2009;7;MARANHAO;-34.509.701.492.537.300;-455.455.671.641.791.000;67
2009;7;MATO GROSSO;-116.730.878.815.911.000;-558.769.185.938.945.000;1081
2009;7;PARA;-43.890.782.361.308.600;-511.980.056.899.004.000;703
2009;7;RONDONIA;-108.443.233.082.706.000;-630.045.037.593.984.000;133
2009;7;RORAIMA;30.559.047.619.047.600;-607.842.380.952.380.000;21
2009;7;TOCANTINS;-72.215.384.615.384.600;-484.329.230.769.230.000;13
2009;8;ACRE;-88.479.180.327.868.800;-707.334.726.775.956.000;366
2009;8;AMAPA;13.530.434.782.608.600;-512.480.434.782.608.000;23
2009;8;AMAZONAS;-51.424.630.350.194.500;-611.524.519.177.320.000;1799
2009;8;MARANHAO;-32.567.407.407.407.400;-453.296.851.851.851.000;216
2009;8;MATO GROSSO;-111.591.669.341.894.000;-572.817.704.654.895.000;1246
2009;8;PARA;-53.187.796.138.135.900;-531.251.589.305.607.000;5386
2009;8;RONDONIA;-104.036.924.342.105.000;-632.346.365.131.578.000;608
2009;8;RORAIMA;20.948.292.682.926.800;-602.604.878.048.780.000;41
2009;8;TOCANTINS;-71.152.340.425.531.900;-484.301.702.127.659.000;47
2009;9;ACRE;-91.206.298.984.034.800;-701.013.599.419.448.000;2067
2009;9;AMAPA;15.589.345.794.392.500;-511.034.065.420.560.000;214
2009;9;AMAZONAS;-55.303.563.282.336.500;-625.379.012.517.385.000;3595
2009;9;MARANHAO;-29.936.644.295.302.000;-455.163.053.691.275.000;298
2009;9;MATO GROSSO;-107.922.775.297.619.000;-571.990.900.297.619.000;2688
2009;9;PARA;-53.504.442.584.532.900;-519.421.190.715.321.000;8961
2009;9;RONDONIA;-103.754.867.877.786.000;-635.420.185.796.862.000;2422
2009;9;RORAIMA;22.841.554.054.054.000;-603.228.918.918.918.000;148
2009;9;TOCANTINS;-71.424.104.477.611.900;-485.961.940.298.507.000;134
2009;10;ACRE;-97.763.445.378.151.200;-691.423.697.478.991.000;952
2009;10;AMAPA;15.975.573.080.967.400;-512.991.545.741.324.000;951
2009;10;AMAZONAS;-47.561.959.319.219.500;-610.884.782.067.247.000;2409
2009;10;MARANHAO;-41.446.037.296.037.200;-460.548.916.083.916.000;858
2009;10;MATO GROSSO;-112.918.019.761.218.000;-572.863.334.705.640.000;2429
2009;10;PARA;-34.904.504.447.268.100;-516.817.322.109.275.000;9444
2009;10;RONDONIA;-104.599.738.219.895.000;-634.238.047.120.418.000;1910
2009;10;RORAIMA;23.164.329.501.915.700;-603.360.919.540.229.000;261
